querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
20_30.bin.161.permissive.fa,20_30.bin.161.permissive.fa,1857217,172,0.9996055,0.9996055,0.9999074,1857950,1857950,0.999605479,12
20_30.bin.161.permissive.fa,5_10.bin.59.strict.fa,1246301,19384,0.7241671,0.6707936,0.98444676,1721013,1857950,0.724167104,12
5_10.bin.59.strict.fa,10_15.bin.140.permissive.fa,1272964,20456,0.7587568,0.7396597,0.9839304,1677697,1721013,0.758756796,12
5_10.bin.59.strict.fa,15_20.bin.100.strict.fa,948330,18055,0.6241719,0.5510301,0.98096126,1519341,1721013,0.624171927,12
5_10.bin.59.strict.fa,20_30.bin.161.permissive.fa,1246368,19480,0.67082965,0.72420603,0.9843706,1857950,1721013,0.724206034,12
5_10.bin.59.strict.fa,5_10.bin.59.strict.fa,1720593,40,0.999756,0.999756,0.99997675,1721013,1721013,0.999755958,12
10_15.bin.142.orig.fa,10_15.bin.142.orig.fa,3524306,0,0.99991745,0.99991745,1,3524597,3524597,0.999917437,215
10_15.bin.142.orig.fa,15_20.bin.75.orig.fa,3202542,11406,0.9142649,0.90862644,0.99643844,3502860,3524597,0.914264915,215
15_20.bin.75.orig.fa,10_15.bin.142.orig.fa,3202994,11445,0.90875465,0.91439396,0.99642676,3524597,3502860,0.914393952,215
15_20.bin.75.orig.fa,15_20.bin.75.orig.fa,3502596,0,0.99992466,0.99992466,1,3502860,3502860,0.999924633,215
10_15.bin.146.permissive.fa,10_15.bin.146.permissive.fa,1434696,98,0.99912393,0.99912393,0.9999317,1435954,1435954,0.999123927,24
10_15.bin.146.permissive.fa,20_30.bin.150.permissive.fa,778015,31166,0.58099455,0.5418105,0.9599416,1339109,1435954,0.580994527,24
20_30.bin.150.permissive.fa,10_15.bin.146.permissive.fa,777538,31166,0.54147834,0.58063835,0.95991707,1435954,1339109,0.58063832,24
20_30.bin.150.permissive.fa,20_30.bin.150.permissive.fa,1338716,100,0.9997065,0.9997065,0.9999253,1339109,1339109,0.999706521,24
10_15.bin.147.strict.fa,10_15.bin.147.strict.fa,2596378,70,0.9999099,0.9999099,0.99997306,2596612,2596612,0.999909883,168
10_15.bin.147.strict.fa,5_10.bin.17.orig.fa,1945417,7575,0.5395866,0.7492136,0.9961062,3605384,2596612,0.749213591,168
5_10.bin.17.orig.fa,10_15.bin.147.strict.fa,1945567,7597,0.74927133,0.5396282,0.99609524,2596612,3605384,0.749271358,168
5_10.bin.17.orig.fa,5_10.bin.17.orig.fa,3605075,0,0.9999143,0.9999143,1,3605384,3605384,0.999914295,168
10_15.bin.148.strict.fa,10_15.bin.148.strict.fa,5688958,110,0.99992776,0.99992776,0.9999807,5689369,5689369,0.99992776,76
10_15.bin.148.strict.fa,15_20.bin.162.orig.fa,4669328,23118,0.8585934,0.8207111,0.99504894,5438346,5689369,0.858593403,76
15_20.bin.162.orig.fa,10_15.bin.148.strict.fa,4666137,22486,0.8201502,0.85800666,0.995181,5689369,5438346,0.858006644,76
15_20.bin.162.orig.fa,15_20.bin.162.orig.fa,5437573,0,0.99985784,0.99985784,1,5438346,5438346,0.999857861,76
10_15.bin.14.orig.fa,10_15.bin.14.orig.fa,5245006,0,0.9999009,0.9999009,1,5245526,5245526,0.999900868,121
10_15.bin.14.orig.fa,15_20.bin.160.strict.fa,4645821,16599,0.9043457,0.88567305,0.9964271,5137218,5245526,0.904345698,121
10_15.bin.14.orig.fa,5_10.bin.9.strict.fa,3013391,14025,0.8737171,0.5744688,0.9953458,3448932,5245526,0.873717139,121
15_20.bin.160.strict.fa,10_15.bin.14.orig.fa,4647233,16836,0.8859422,0.9046205,0.99637717,5245526,5137218,0.904620555,121
15_20.bin.160.strict.fa,15_20.bin.160.strict.fa,5136758,60,0.9999105,0.9999105,0.9999883,5137218,5137218,0.999910457,121
15_20.bin.160.strict.fa,5_10.bin.9.strict.fa,2999938,14411,0.8698165,0.5839616,0.9951962,3448932,5137218,0.869816511,121
5_10.bin.9.strict.fa,10_15.bin.14.orig.fa,3015426,14252,0.57485676,0.87430716,0.99527365,5245526,3448932,0.874307177,121
5_10.bin.9.strict.fa,15_20.bin.160.strict.fa,2999965,14330,0.58396685,0.86982435,0.9952233,5137218,3448932,0.86982434,121
5_10.bin.9.strict.fa,5_10.bin.9.strict.fa,3448445,222,0.9998588,0.9998588,0.9999356,3448932,3448932,0.999858797,121
10_15.bin.151.permissive.fa,10_15.bin.151.permissive.fa,1562241,60,0.9997395,0.9997395,0.9999616,1562648,1562648,0.999739545,150
10_15.bin.15.orig.fa,10_15.bin.15.orig.fa,3542987,0,0.9998005,0.9998005,1,3543694,3543694,0.999800491,172
10_15.bin.15.orig.fa,20_30.bin.48.orig.fa,2839426,19766,0.8697471,0.8012616,0.9930387,3264657,3543694,0.869747113,172
10_15.bin.15.orig.fa,5_10.bin.74.orig.fa,2513519,15918,0.9070281,0.7092935,0.99366707,2771159,3543694,0.90702807,172
20_30.bin.48.orig.fa,10_15.bin.15.orig.fa,2839264,19749,0.8012159,0.8696975,0.9930443,3543694,3264657,0.86969749,172
20_30.bin.48.orig.fa,20_30.bin.48.orig.fa,3264023,0,0.9998058,0.9998058,1,3264657,3264657,0.999805799,172
20_30.bin.48.orig.fa,5_10.bin.74.orig.fa,2419309,16041,0.87303144,0.7410607,0.9933696,2771159,3264657,0.873031464,172
5_10.bin.74.orig.fa,10_15.bin.15.orig.fa,2512809,15906,0.7090931,0.90677184,0.99367005,3543694,2771159,0.90677186,172
5_10.bin.74.orig.fa,20_30.bin.48.orig.fa,2419189,16125,0.74102396,0.87298816,0.99333453,3264657,2771159,0.872988161,172
5_10.bin.74.orig.fa,5_10.bin.74.orig.fa,2770736,0,0.99984735,0.99984735,1,2771159,2771159,0.999847356,172
10_15.bin.18.permissive.fa,10_15.bin.18.permissive.fa,3664448,598,0.9996781,0.9996781,0.9998368,3665628,3665628,0.999678091,63
10_15.bin.27.strict.fa,10_15.bin.27.strict.fa,2819543,40,0.99988973,0.99988973,0.9999858,2819854,2819854,0.999889711,142
10_15.bin.27.strict.fa,15_20.bin.141.orig.fa,2329668,11362,0.62853634,0.82616615,0.9951229,3706497,2819854,0.826166177,142
10_15.bin.27.strict.fa,20_30.bin.40.strict.fa,2666848,9519,0.5367425,0.94573975,0.99643064,4968580,2819854,0.945739744,142
10_15.bin.27.strict.fa,40_50.bin.81.permissive.fa,1796018,10207,0.62558514,0.6369188,0.9943169,2870941,2819854,0.636918791,142
10_15.bin.27.strict.fa,50_60.bin.19.orig.fa,2733281,11439,0.5446218,0.9692988,0.9958149,5018677,2819854,0.969298765,142
10_15.bin.27.strict.fa,60_80.bin.19.orig.fa,2733281,11439,0.5446218,0.9692988,0.9958149,5018677,2819854,0.969298765,142
15_20.bin.141.orig.fa,10_15.bin.27.strict.fa,2329576,11364,0.82613355,0.6285115,0.99512184,2819854,3706497,0.826133552,142
15_20.bin.141.orig.fa,15_20.bin.141.orig.fa,3706103,0,0.9998937,0.9998937,1,3706497,3706497,0.9998937,142
15_20.bin.141.orig.fa,20_30.bin.40.strict.fa,3494891,18185,0.70339835,0.9429094,0.9947967,4968580,3706497,0.942909437,142
15_20.bin.141.orig.fa,40_50.bin.81.permissive.fa,2242574,15788,0.7811286,0.60503864,0.99295986,2870941,3706497,0.781128557,142
15_20.bin.141.orig.fa,50_60.bin.19.orig.fa,3592674,21294,0.7158608,0.969291,0.9940729,5018677,3706497,0.96929095,142
15_20.bin.141.orig.fa,60_80.bin.19.orig.fa,3592674,21294,0.7158608,0.969291,0.9940729,5018677,3706497,0.96929095,142
20_30.bin.40.strict.fa,10_15.bin.27.strict.fa,2669915,9886,0.9468274,0.5373598,0.99629724,2819854,4968580,0.946827389,142
20_30.bin.40.strict.fa,15_20.bin.141.orig.fa,3500660,18883,0.9444659,0.70455945,0.9946059,3706497,4968580,0.944465893,142
20_30.bin.40.strict.fa,20_30.bin.40.strict.fa,4968000,155,0.9998833,0.9998833,0.9999688,4968580,4968580,0.999883266,142
20_30.bin.40.strict.fa,40_50.bin.81.permissive.fa,2675949,13736,0.9320808,0.5385742,0.99486685,2870941,4968580,0.932080806,142
20_30.bin.40.strict.fa,50_60.bin.19.orig.fa,4606099,19425,0.9177915,0.92704535,0.9957828,5018677,4968580,0.927045353,142
20_30.bin.40.strict.fa,60_80.bin.19.orig.fa,4606173,19425,0.9178062,0.92706025,0.99578285,5018677,4968580,0.927060247,142
40_50.bin.81.permissive.fa,10_15.bin.27.strict.fa,1796270,10176,0.63700813,0.6256729,0.99433494,2819854,2870941,0.637008157,142
40_50.bin.81.permissive.fa,15_20.bin.141.orig.fa,2242605,16344,0.60504705,0.7811394,0.992712,3706497,2870941,0.781139355,142
40_50.bin.81.permissive.fa,20_30.bin.40.strict.fa,2676537,13913,0.53869253,0.9322856,0.9948019,4968580,2870941,0.932285616,142
40_50.bin.81.permissive.fa,40_50.bin.81.permissive.fa,2870120,351,0.999714,0.999714,0.9998777,2870941,2870941,0.999714031,142
40_50.bin.81.permissive.fa,50_60.bin.19.orig.fa,2747572,15231,0.5474694,0.9570284,0.9944566,5018677,2870941,0.957028375,142
40_50.bin.81.permissive.fa,60_80.bin.19.orig.fa,2747572,15231,0.5474694,0.9570284,0.9944566,5018677,2870941,0.957028375,142
50_60.bin.19.orig.fa,10_15.bin.27.strict.fa,2733448,11445,0.96935797,0.5446551,0.99581295,2819854,5018677,0.969357988,142
50_60.bin.19.orig.fa,15_20.bin.141.orig.fa,3596020,21764,0.9701937,0.71652746,0.99394774,3706497,5018677,0.97019369,142
50_60.bin.19.orig.fa,20_30.bin.40.strict.fa,4604715,19136,0.9267668,0.9175157,0.99584424,4968580,5018677,0.926766803,142
50_60.bin.19.orig.fa,40_50.bin.81.permissive.fa,2746944,15105,0.95680964,0.54734427,0.9945012,2870941,5018677,0.956809631,142
50_60.bin.19.orig.fa,50_60.bin.19.orig.fa,5018250,0,0.99991494,0.99991494,1,5018677,5018677,0.999914918,142
50_60.bin.19.orig.fa,60_80.bin.19.orig.fa,5018250,0,0.99991494,0.99991494,1,5018677,5018677,0.999914918,142
60_80.bin.19.orig.fa,10_15.bin.27.strict.fa,2733448,11445,0.96935797,0.5446551,0.99581295,2819854,5018677,0.969357988,142
60_80.bin.19.orig.fa,15_20.bin.141.orig.fa,3596020,21764,0.9701937,0.71652746,0.99394774,3706497,5018677,0.97019369,142
60_80.bin.19.orig.fa,20_30.bin.40.strict.fa,4604715,19136,0.9267668,0.9175157,0.99584424,4968580,5018677,0.926766803,142
60_80.bin.19.orig.fa,40_50.bin.81.permissive.fa,2746944,15105,0.95680964,0.54734427,0.9945012,2870941,5018677,0.956809631,142
60_80.bin.19.orig.fa,50_60.bin.19.orig.fa,5018250,0,0.99991494,0.99991494,1,5018677,5018677,0.999914918,142
60_80.bin.19.orig.fa,60_80.bin.19.orig.fa,5018250,0,0.99991494,0.99991494,1,5018677,5018677,0.999914918,142
10_15.bin.32.strict.fa,10_15.bin.32.strict.fa,4626262,170,0.9998053,0.9998053,0.9999632,4627163,4627163,0.99980528,124
10_15.bin.32.strict.fa,15_20.bin.70.strict.fa,3550602,35036,0.80622905,0.7673389,0.9901324,4403962,4627163,0.806229027,124
10_15.bin.32.strict.fa,20_30.bin.175.orig.fa,2933868,27370,0.75941706,0.6340533,0.99067104,3863316,4627163,0.75941704,124
15_20.bin.70.strict.fa,10_15.bin.32.strict.fa,3551075,35043,0.7674411,0.8063364,0.99013174,4627163,4403962,0.806336431,124
15_20.bin.70.strict.fa,15_20.bin.70.strict.fa,4403011,260,0.99978405,0.99978405,0.99994093,4403962,4403962,0.999784058,124
15_20.bin.70.strict.fa,20_30.bin.175.orig.fa,2845302,20001,0.73649216,0.64607775,0.9929705,3863316,4403962,0.736492174,124
20_30.bin.175.orig.fa,10_15.bin.32.strict.fa,2933781,27467,0.6340345,0.7593945,0.99063766,4627163,3863316,0.75939452,124
20_30.bin.175.orig.fa,15_20.bin.70.strict.fa,2845038,20052,0.64601785,0.73642385,0.9929519,4403962,3863316,0.736423839,124
20_30.bin.175.orig.fa,20_30.bin.175.orig.fa,3861374,0,0.9994973,0.9994973,1,3863316,3863316,0.999497323,124
10_15.bin.35.strict.fa,10_15.bin.35.strict.fa,1279584,150,0.99964535,0.99964535,0.99988276,1280038,1280038,0.999645323,10
10_15.bin.35.strict.fa,20_30.bin.164.strict.fa,400153,1716,0.18674967,0.31261024,0.9957116,2142724,1280038,0.312610251,10
10_15.bin.35.strict.fa,50_60.bin.193.strict.fa,425987,1794,0.20251785,0.33279246,0.9957886,2103454,1280038,0.332792464,10
10_15.bin.35.strict.fa,60_80.bin.193.orig.fa,424135,1520,0.20100556,0.33134562,0.9964162,2110066,1280038,0.331345632,10
20_30.bin.164.strict.fa,10_15.bin.35.strict.fa,400151,1710,0.3126087,0.18674874,0.9957266,1280038,2142724,0.312608688,10
20_30.bin.164.strict.fa,20_30.bin.164.strict.fa,2142301,20,0.9998026,0.9998026,0.99999064,2142724,2142724,0.999802588,10
20_30.bin.164.strict.fa,50_60.bin.193.strict.fa,1694491,3210,0.8055755,0.7908116,0.99810565,2103454,2142724,0.805575496,10
20_30.bin.164.strict.fa,60_80.bin.193.orig.fa,1695808,3561,0.80367535,0.79142624,0.9979001,2110066,2142724,0.803675335,10
50_60.bin.193.strict.fa,10_15.bin.35.strict.fa,425631,1752,0.33251435,0.20234862,0.99588376,1280038,2103454,0.332514347,10
50_60.bin.193.strict.fa,20_30.bin.164.strict.fa,1694290,3216,0.7907178,0.80547994,0.99810183,2142724,2103454,0.805479939,10
50_60.bin.193.strict.fa,50_60.bin.193.strict.fa,2102937,30,0.9997542,0.9997542,0.99998575,2103454,2103454,0.999754214,10
50_60.bin.193.strict.fa,60_80.bin.193.orig.fa,2091754,1990,0.9913216,0.9944377,0.99904865,2110066,2103454,0.99443772,10
60_80.bin.193.orig.fa,10_15.bin.35.strict.fa,423593,1464,0.33092222,0.2007487,0.9965438,1280038,2110066,0.330922207,10
60_80.bin.193.orig.fa,20_30.bin.164.strict.fa,1694921,3417,0.7910123,0.80325496,0.997984,2142724,2110066,0.803254969,10
60_80.bin.193.orig.fa,50_60.bin.193.strict.fa,2091279,1988,0.9942119,0.9910965,0.99904937,2103454,2110066,0.994211901,10
60_80.bin.193.orig.fa,60_80.bin.193.orig.fa,2109919,0,0.9999303,0.9999303,1,2110066,2110066,0.999930334,10
10_15.bin.36.strict.fa,10_15.bin.36.strict.fa,1952231,230,0.9996518,0.9996518,0.99988216,1952911,1952911,0.999651802,13
10_15.bin.37.permissive.fa,10_15.bin.37.permissive.fa,1465267,157,0.99971956,0.99971956,0.99989283,1465678,1465678,0.999719584,95
10_15.bin.38.orig.fa,10_15.bin.38.orig.fa,1982951,0,0.9996396,0.9996396,1,1983666,1983666,0.999639556,81
10_15.bin.38.orig.fa,15_20.bin.8.strict.fa,948791,10710,0.49987382,0.4783018,0.98871195,1898061,1983666,0.499873819,81
15_20.bin.8.strict.fa,10_15.bin.38.orig.fa,948527,10680,0.4781687,0.49973473,0.98874044,1983666,1898061,0.499734729,81
15_20.bin.8.strict.fa,15_20.bin.8.strict.fa,1897583,141,0.9997482,0.9997482,0.9999257,1898061,1898061,0.999748164,81
10_15.bin.45.strict.fa,10_15.bin.45.strict.fa,2392597,70,0.99974847,0.99974847,0.99997073,2393199,2393199,0.999748454,189
10_15.bin.45.strict.fa,15_20.bin.107.permissive.fa,1194748,17563,0.7012753,0.49922636,0.9852998,1703679,2393199,0.701275299,189
10_15.bin.45.strict.fa,20_30.bin.81.orig.fa,1396412,24998,0.62707585,0.5834918,0.9820984,2226863,2393199,0.627075846,189
10_15.bin.45.strict.fa,5_10.bin.60.strict.fa,1179415,27573,0.5920773,0.49281946,0.97662145,1991995,2393199,0.592077289,189
15_20.bin.107.permissive.fa,10_15.bin.45.strict.fa,1191057,16965,0.49768406,0.69910884,0.98575634,2393199,1703679,0.699108811,189
15_20.bin.107.permissive.fa,15_20.bin.107.permissive.fa,1703288,110,0.9997705,0.9997705,0.99993545,1703679,1703679,0.999770497,189
15_20.bin.107.permissive.fa,20_30.bin.81.orig.fa,1071267,16149,0.4810655,0.6287963,0.9849253,2226863,1703679,0.62879627,189
15_20.bin.107.permissive.fa,5_10.bin.60.strict.fa,1046207,23728,0.5252056,0.6140869,0.97731996,1991995,1703679,0.614086926,189
20_30.bin.81.orig.fa,10_15.bin.45.strict.fa,1396287,25003,0.5834396,0.6270197,0.9820932,2393199,2226863,0.627019713,189
20_30.bin.81.orig.fa,15_20.bin.107.permissive.fa,1072901,16373,0.6297554,0.48179927,0.9847395,1703679,2226863,0.629755371,189
20_30.bin.81.orig.fa,20_30.bin.81.orig.fa,2226173,0,0.9996902,0.9996902,1,2226863,2226863,0.999690147,189
20_30.bin.81.orig.fa,5_10.bin.60.strict.fa,1105438,25216,0.55494016,0.49641043,0.9771891,1991995,2226863,0.554940148,189
5_10.bin.60.strict.fa,10_15.bin.45.strict.fa,1178735,27409,0.4925353,0.5917359,0.9767471,2393199,1991995,0.591735923,189
5_10.bin.60.strict.fa,15_20.bin.107.permissive.fa,1045050,23514,0.6134078,0.5246248,0.97749966,1703679,1991995,0.613407807,189
5_10.bin.60.strict.fa,20_30.bin.81.orig.fa,1106607,25206,0.49693537,0.555527,0.97722226,2226863,1991995,0.555526997,189
5_10.bin.60.strict.fa,5_10.bin.60.strict.fa,1991332,140,0.99966717,0.99966717,0.99992967,1991995,1991995,0.999667168,189
10_15.bin.49.strict.fa,10_15.bin.49.strict.fa,1973002,140,0.9996737,0.9996737,0.9999291,1973646,1973646,0.9996737,86
10_15.bin.4.orig.fa,10_15.bin.4.orig.fa,5055712,0,0.99987876,0.99987876,1,5056325,5056325,0.999878766,152
10_15.bin.4.orig.fa,15_20.bin.94.permissive.fa,3570043,22229,0.8089908,0.70605487,0.99377346,4412959,5056325,0.808990747,152
10_15.bin.4.orig.fa,5_10.bin.108.orig.fa,3528848,23301,0.95624804,0.6979077,0.993397,3690306,5056325,0.956248073,152
15_20.bin.94.permissive.fa,10_15.bin.4.orig.fa,3570209,22212,0.7060877,0.8090284,0.9937785,5056325,4412959,0.809028364,152
15_20.bin.94.permissive.fa,15_20.bin.94.permissive.fa,4411510,276,0.99967164,0.99967164,0.9999374,4412959,4412959,0.999671649,152
15_20.bin.94.permissive.fa,5_10.bin.108.orig.fa,2786923,17549,0.75520104,0.6315316,0.99370307,3690306,4412959,0.755201059,152
5_10.bin.108.orig.fa,10_15.bin.4.orig.fa,3528579,23321,0.69785446,0.9561752,0.9933908,5056325,3690306,0.956175179,152
5_10.bin.108.orig.fa,15_20.bin.94.permissive.fa,2786142,17538,0.63135463,0.75498945,0.9937053,4412959,3690306,0.754989424,152
5_10.bin.108.orig.fa,5_10.bin.108.orig.fa,3689765,0,0.9998534,0.9998534,1,3690306,3690306,0.9998534,152
10_15.bin.52.orig.fa,10_15.bin.52.orig.fa,1313819,0,0.9996104,0.9996104,1,1314331,1314331,0.999610448,209
10_15.bin.52.orig.fa,15_20.bin.7.strict.fa,856827,10316,0.61916804,0.65191114,0.9879602,1383836,1314331,0.651911124,209
10_15.bin.52.orig.fa,20_30.bin.116.strict.fa,767608,10693,0.63820386,0.58402944,0.98606974,1202763,1314331,0.638203869,209
15_20.bin.7.strict.fa,10_15.bin.52.orig.fa,857604,10328,0.6525023,0.6197295,0.9879571,1314331,1383836,0.6525023,209
15_20.bin.7.strict.fa,15_20.bin.7.strict.fa,1383515,220,0.999768,0.999768,0.999841,1383836,1383836,0.999768036,209
15_20.bin.7.strict.fa,20_30.bin.116.strict.fa,777343,9172,0.64629775,0.56173056,0.98820084,1202763,1383836,0.646297733,209
20_30.bin.116.strict.fa,10_15.bin.52.orig.fa,767625,10651,0.5840424,0.638218,0.98612475,1314331,1202763,0.638218003,209
20_30.bin.116.strict.fa,15_20.bin.7.strict.fa,777302,9193,0.56170094,0.64626366,0.9881732,1383836,1202763,0.646263645,209
20_30.bin.116.strict.fa,20_30.bin.116.strict.fa,1202437,170,0.999729,0.999729,0.9998586,1202763,1202763,0.999728957,209
10_15.bin.55.strict.fa,10_15.bin.55.strict.fa,2440436,20,0.99988896,0.99988896,0.99999183,2440707,2440707,0.999888967,97
10_15.bin.55.strict.fa,20_30.bin.168.orig.fa,1391013,7552,0.8916761,0.56992215,0.99457085,1559998,2440707,0.891676143,97
20_30.bin.168.orig.fa,10_15.bin.55.strict.fa,1391052,7552,0.5699381,0.89170116,0.99457103,2440707,1559998,0.891701143,97
20_30.bin.168.orig.fa,20_30.bin.168.orig.fa,1559867,0,0.999916,0.999916,1,1559998,1559998,0.999916026,97
10_15.bin.5.strict.fa,10_15.bin.5.strict.fa,1991568,48,0.9996632,0.9996632,0.9999759,1992239,1992239,0.999663193,11
10_15.bin.5.strict.fa,15_20.bin.106.strict.fa,1689007,6272,0.6966925,0.84779334,0.9962866,2424322,1992239,0.847793362,11
15_20.bin.106.strict.fa,10_15.bin.5.strict.fa,1689168,6216,0.84787416,0.6967589,0.99632007,1992239,2424322,0.847874176,11
15_20.bin.106.strict.fa,15_20.bin.106.strict.fa,2423694,40,0.99974096,0.99974096,0.9999835,2424322,2424322,0.999740959,11
10_15.bin.63.orig.fa,10_15.bin.63.orig.fa,2453210,0,0.9999674,0.9999674,1,2453290,2453290,0.999967391,167
10_15.bin.63.orig.fa,15_20.bin.129.permissive.fa,1988885,3609,0.7522679,0.81070113,0.9981854,2643852,2453290,0.81070114,167
15_20.bin.129.permissive.fa,10_15.bin.63.orig.fa,1988896,3609,0.8107056,0.75227207,0.9981854,2453290,2643852,0.810705624,167
15_20.bin.129.permissive.fa,15_20.bin.129.permissive.fa,2643478,180,0.99985856,0.99985856,0.99993193,2643852,2643852,0.99985854,167
10_15.bin.67.orig.fa,10_15.bin.67.orig.fa,4104308,0,0.9999296,0.9999296,1,4104597,4104597,0.999929591,202
10_15.bin.67.orig.fa,15_20.bin.154.strict.fa,2708999,16592,0.83858985,0.65999144,0.9938752,3230422,4104597,0.838589819,202
10_15.bin.67.orig.fa,20_30.bin.85.strict.fa,3242819,16264,0.93862474,0.7900457,0.9949846,3454862,4104597,0.938624755,202
10_15.bin.67.orig.fa,30_40.bin.102.strict.fa,3039788,18248,0.91941494,0.74058133,0.993997,3306220,4104597,0.919414921,202
15_20.bin.154.strict.fa,10_15.bin.67.orig.fa,2708464,16587,0.65986115,0.8384242,0.99387586,4104597,3230422,0.838424206,202
15_20.bin.154.strict.fa,15_20.bin.154.strict.fa,3230012,130,0.9998731,0.9998731,0.99995977,3230422,3230422,0.999873082,202
15_20.bin.154.strict.fa,20_30.bin.85.strict.fa,2381406,16535,0.6892912,0.73718107,0.9930566,3454862,3230422,0.737181087,202
15_20.bin.154.strict.fa,30_40.bin.102.strict.fa,2207169,17492,0.6675808,0.68324476,0.9920749,3306220,3230422,0.68324479,202
20_30.bin.85.strict.fa,10_15.bin.67.orig.fa,3242990,16203,0.7900873,0.9386743,0.9950037,4104597,3454862,0.938674251,202
20_30.bin.85.strict.fa,15_20.bin.154.strict.fa,2381450,16481,0.7371947,0.68930393,0.9930794,3230422,3454862,0.737194707,202
20_30.bin.85.strict.fa,20_30.bin.85.strict.fa,3454347,230,0.9998509,0.9998509,0.9999334,3454862,3454862,0.999850935,202
20_30.bin.85.strict.fa,30_40.bin.102.strict.fa,2695678,18801,0.81533533,0.78025633,0.9930255,3306220,3454862,0.815335338,202
30_40.bin.102.strict.fa,10_15.bin.67.orig.fa,3039770,18217,0.740577,0.91940945,0.9940071,4104597,3306220,0.919409477,202
30_40.bin.102.strict.fa,15_20.bin.154.strict.fa,2206913,17439,0.68316555,0.66750336,0.99209803,3230422,3306220,0.683165543,202
30_40.bin.102.strict.fa,20_30.bin.85.strict.fa,2695385,18774,0.7801715,0.8152467,0.9930348,3454862,3306220,0.815246717,202
30_40.bin.102.strict.fa,30_40.bin.102.strict.fa,3305667,120,0.99983275,0.99983275,0.9999637,3306220,3306220,0.99983274,202
10_15.bin.6.strict.fa,10_15.bin.6.strict.fa,2762873,20,0.9998625,0.9998625,0.9999928,2763253,2763253,0.999862481,98
10_15.bin.6.strict.fa,15_20.bin.53.strict.fa,2445463,10828,0.89874345,0.88499427,0.9955722,2720980,2763253,0.898743467,98
10_15.bin.6.strict.fa,20_30.bin.182.strict.fa,2074254,10927,0.8863049,0.75065655,0.9947321,2340339,2763253,0.886304933,98
10_15.bin.6.strict.fa,40_50.bin.27.strict.fa,1771684,14784,0.7708299,0.6411588,0.9916554,2298411,2763253,0.770829934,98
10_15.bin.6.strict.fa,50_60.bin.165.strict.fa,2421316,13551,0.8466696,0.87625563,0.9944035,2859812,2763253,0.876255631,98
10_15.bin.6.strict.fa,5_10.bin.92.strict.fa,2458500,10976,0.9087089,0.8897122,0.9955355,2705487,2763253,0.908708857,98
10_15.bin.6.strict.fa,60_80.bin.165.strict.fa,2349629,13151,0.86420846,0.85031265,0.99440295,2718822,2763253,0.86420847,98
10_15.bin.6.strict.fa,80_100.bin.68.permissive.fa,1793191,9411,0.8860931,0.64894205,0.9947518,2023705,2763253,0.886093082,98
15_20.bin.53.strict.fa,10_15.bin.6.strict.fa,2445532,10853,0.88501924,0.89876884,0.99556214,2763253,2720980,0.898768826,98
15_20.bin.53.strict.fa,15_20.bin.53.strict.fa,2720312,30,0.9997545,0.9997545,0.999989,2720980,2720980,0.9997545,98
15_20.bin.53.strict.fa,20_30.bin.182.strict.fa,2077606,11286,0.8877372,0.76355064,0.9945678,2340339,2720980,0.887737204,98
15_20.bin.53.strict.fa,40_50.bin.27.strict.fa,1790518,15327,0.7790243,0.6580416,0.9914399,2298411,2720980,0.779024291,98
15_20.bin.53.strict.fa,50_60.bin.165.strict.fa,2397861,12600,0.8384681,0.881249,0.9947453,2859812,2720980,0.881249035,98
15_20.bin.53.strict.fa,5_10.bin.92.strict.fa,2410724,10061,0.8910499,0.8859764,0.99582654,2705487,2720980,0.891049929,98
15_20.bin.53.strict.fa,60_80.bin.165.strict.fa,2328449,12477,0.8564183,0.8557391,0.9946415,2718822,2720980,0.856418331,98
15_20.bin.53.strict.fa,80_100.bin.68.permissive.fa,1794883,9685,0.88692915,0.6596458,0.9946041,2023705,2720980,0.886929172,98
20_30.bin.182.strict.fa,10_15.bin.6.strict.fa,2074417,10925,0.75071555,0.8863746,0.99473345,2763253,2340339,0.886374581,98
20_30.bin.182.strict.fa,15_20.bin.53.strict.fa,2077767,11332,0.7636098,0.887806,0.99454606,2720980,2340339,0.887805997,98
20_30.bin.182.strict.fa,20_30.bin.182.strict.fa,2340150,60,0.99991924,0.99991924,0.99997437,2340339,2340339,0.999919242,98
20_30.bin.182.strict.fa,40_50.bin.27.strict.fa,1588715,13590,0.6912232,0.6788397,0.9914459,2298411,2340339,0.691223197,98
20_30.bin.182.strict.fa,50_60.bin.165.strict.fa,2066241,12685,0.7225094,0.88288105,0.99386084,2859812,2340339,0.88288107,98
20_30.bin.182.strict.fa,5_10.bin.92.strict.fa,2055260,10937,0.7596636,0.878189,0.99467856,2705487,2340339,0.878189014,98
20_30.bin.182.strict.fa,60_80.bin.165.strict.fa,2011686,12464,0.7399109,0.8595703,0.9938042,2718822,2340339,0.859570344,98
20_30.bin.182.strict.fa,80_100.bin.68.permissive.fa,1723280,10048,0.85154706,0.7363378,0.99416924,2023705,2340339,0.851547039,98
40_50.bin.27.strict.fa,10_15.bin.6.strict.fa,1771648,14729,0.64114577,0.7708143,0.9916863,2763253,2298411,0.770814271,98
40_50.bin.27.strict.fa,15_20.bin.53.strict.fa,1790460,15273,0.65802026,0.77899903,0.9914698,2720980,2298411,0.778999056,98
